n_mutations,group_1,group_2,n_pairs,n_pairs_1_x,n_pairs_x_2,n_pairs_x_x,RR,type,age_decade,i_period
0,Completed primary series,Completed primary series + booster,1426,2716,4755,9304,1.0273275631108407,Only pairs in different postal_codes,40-49y,4
0,Completed primary series,No valid vaccination record,576,2716,1833,9304,1.076465101031892,Only pairs in different postal_codes,40-49y,4
0,Completed primary series + booster,Completed primary series,1426,4755,2716,9304,1.0273275631108407,Only pairs in different postal_codes,40-49y,4
0,Completed primary series + booster,Completed primary series + booster,2552,4755,4755,9304,1.0501451457926294,Only pairs in different postal_codes,40-49y,4
0,Completed primary series + booster,No valid vaccination record,777,4755,1833,9304,0.8294261704020748,Only pairs in different postal_codes,40-49y,4
0,No valid vaccination record,Completed primary series,576,1833,2716,9304,1.076465101031892,Only pairs in different postal_codes,40-49y,4
0,No valid vaccination record,Completed primary series + booster,777,1833,4755,9304,0.8294261704020748,Only pairs in different postal_codes,40-49y,4
0,No valid vaccination record,No valid vaccination record,480,1833,1833,9304,1.32918676777715,Only pairs in different postal_codes,40-49y,4
0,Completed primary series,Completed primary series,6,90,90,2862,2.12,All pairs,50-59y,1
0,Completed primary series,No valid vaccination record,84,90,2772,2862,0.9636363636363637,All pairs,50-59y,1
0,No valid vaccination record,Completed primary series,84,2772,90,2862,0.9636363636363637,All pairs,50-59y,1
0,No valid vaccination record,No valid vaccination record,2688,2772,2772,2862,1.0011806375442738,All pairs,50-59y,1
0,Completed primary series,Completed primary series,6,82,82,2606,2.325401546698394,Only pairs in different postal_codes,50-59y,1
0,Completed primary series,No valid vaccination record,76,82,2524,2606,0.9569402033164548,Only pairs in different postal_codes,50-59y,1
0,No valid vaccination record,Completed primary series,76,2524,82,2606,0.9569402033164548,Only pairs in different postal_codes,50-59y,1
0,No valid vaccination record,No valid vaccination record,2448,2524,2524,2606,1.0013989315879757,Only pairs in different postal_codes,50-59y,1
0,Completed primary series,Completed primary series,298,687,687,1620,1.0228637897828037,All pairs,50-59y,2
0,Completed primary series,Completed primary series + booster,3,687,4,1620,1.7685589519650655,All pairs,50-59y,2
0,Completed primary series,No valid vaccination record,386,687,929,1620,0.9797829285375175,All pairs,50-59y,2
0,Completed primary series + booster,Completed primary series,3,4,687,1620,1.7685589519650655,All pairs,50-59y,2
0,Completed primary series + booster,No valid vaccination record,1,4,929,1620,0.43595263724434874,All pairs,50-59y,2
0,No valid vaccination record,Completed primary series,386,929,687,1620,0.9797829285375175,All pairs,50-59y,2
0,No valid vaccination record,Completed primary series + booster,1,929,4,1620,0.43595263724434874,All pairs,50-59y,2
0,No valid vaccination record,No valid vaccination record,542,929,929,1620,1.0173792438597935,All pairs,50-59y,2
0,Completed primary series,Completed primary series,230,568,568,1346,0.9595690339218409,Only pairs in different postal_codes,50-59y,2
0,Completed primary series,Completed primary series + booster,3,568,4,1346,1.7772887323943662,Only pairs in different postal_codes,50-59y,2
0,Completed primary series,No valid vaccination record,335,568,774,1346,1.0256532736470505,Only pairs in different postal_codes,50-59y,2
0,Completed primary series + booster,Completed primary series,3,4,568,1346,1.7772887323943662,Only pairs in different postal_codes,50-59y,2
0,Completed primary series + booster,No valid vaccination record,1,4,774,1346,0.4347545219638243,Only pairs in different postal_codes,50-59y,2
0,No valid vaccination record,Completed primary series,335,774,568,1346,1.0256532736470503,Only pairs in different postal_codes,50-59y,2
0,No valid vaccination record,Completed primary series + booster,1,774,4,1346,0.4347545219638243,Only pairs in different postal_codes,50-59y,2
0,No valid vaccination record,No valid vaccination record,438,774,774,1346,0.9840955070809047,Only pairs in different postal_codes,50-59y,2
0,Completed primary series,Completed primary series,9042,18508,18508,37870,0.9996335558536734,All pairs,50-59y,3
0,Completed primary series,Completed primary series + booster,4789,18508,9779,37870,1.0020426462645957,All pairs,50-59y,3
0,Completed primary series,No valid vaccination record,4677,18508,9583,37870,0.9986233027693548,All pairs,50-59y,3
0,Completed primary series + booster,Completed primary series,4789,9779,18508,37870,1.002042646264596,All pairs,50-59y,3
0,Completed primary series + booster,Completed primary series + booster,2506,9779,9779,37870,0.9924016542247961,All pairs,50-59y,3
0,Completed primary series + booster,No valid vaccination record,2484,9779,9583,37870,1.0038087160879245,All pairs,50-59y,3
0,No valid vaccination record,Completed primary series,4677,9583,18508,37870,0.9986233027693551,All pairs,50-59y,3
0,No valid vaccination record,Completed primary series + booster,2484,9583,9779,37870,1.0038087160879245,All pairs,50-59y,3
0,No valid vaccination record,No valid vaccination record,2422,9583,9583,37870,0.9987722506230788,All pairs,50-59y,3
0,Completed primary series,Completed primary series,8946,18336,18336,37530,0.9986153965420355,Only pairs in different postal_codes,50-59y,3
0,Completed primary series,Completed primary series + booster,4747,18336,9692,37530,1.0024894026595044,Only pairs in different postal_codes,50-59y,3
0,Completed primary series,No valid vaccination record,4643,18336,9502,37530,1.0001326876898884,Only pairs in different postal_codes,50-59y,3
0,Completed primary series + booster,Completed primary series,4747,9692,18336,37530,1.0024894026595044,Only pairs in different postal_codes,50-59y,3
0,Completed primary series + booster,Completed primary series + booster,2474,9692,9692,37530,0.9884425871953144,Only pairs in different postal_codes,50-59y,3
0,Completed primary series + booster,No valid vaccination record,2471,9692,9502,37530,1.0069847145588655,Only pairs in different postal_codes,50-59y,3
0,No valid vaccination record,Completed primary series,4643,9502,18336,37530,1.0001326876898884,Only pairs in different postal_codes,50-59y,3
0,No valid vaccination record,Completed primary series + booster,2471,9502,9692,37530,1.0069847145588655,Only pairs in different postal_codes,50-59y,3
0,No valid vaccination record,No valid vaccination record,2388,9502,9502,37530,0.9926195732491772,Only pairs in different postal_codes,50-59y,3
0,Completed primary series,Completed primary series,384,1356,1356,5920,1.2363275641527658,All pairs,50-59y,4
0,Completed primary series,Completed primary series + booster,739,1356,3605,5920,0.8949549748587468,All pairs,50-59y,4
0,Completed primary series,No valid vaccination record,233,1356,959,5920,1.0607165157904774,All pairs,50-59y,4
0,Completed primary series + booster,Completed primary series,739,3605,1356,5920,0.8949549748587468,All pairs,50-59y,4
0,Completed primary series + booster,Completed primary series + booster,2314,3605,3605,5920,1.0540823059358535,All pairs,50-59y,4
0,Completed primary series + booster,No valid vaccination record,552,3605,959,5920,0.9452287186577557,All pairs,50-59y,4
0,No valid vaccination record,Completed primary series,233,959,1356,5920,1.0607165157904774,All pairs,50-59y,4
0,No valid vaccination record,Completed primary series + booster,552,959,3605,5920,0.9452287186577557,All pairs,50-59y,4
0,No valid vaccination record,No valid vaccination record,174,959,959,5920,1.1200405357944767,All pairs,50-59y,4
0,Completed primary series,Completed primary series,258,1087,1087,5158,1.1262685463142652,Only pairs in different postal_codes,50-59y,4
0,Completed primary series,Completed primary series + booster,653,1087,3279,5158,0.9449820482325569,Only pairs in different postal_codes,50-59y,4
0,Completed primary series,No valid vaccination record,176,1087,792,5158,1.0544822651538381,Only pairs in different postal_codes,50-59y,4
0,Completed primary series + booster,Completed primary series,653,3279,1087,5158,0.9449820482325567,Only pairs in different postal_codes,50-59y,4
0,Completed primary series + booster,Completed primary series + booster,2132,3279,3279,5158,1.022788190413158,Only pairs in different postal_codes,50-59y,4
0,Completed primary series + booster,No valid vaccination record,494,3279,792,5158,0.9811641883920017,Only pairs in different postal_codes,50-59y,4
0,No valid vaccination record,Completed primary series,176,792,1087,5158,1.0544822651538384,Only pairs in different postal_codes,50-59y,4
0,No valid vaccination record,Completed primary series + booster,494,792,3279,5158,0.9811641883920017,Only pairs in different postal_codes,50-59y,4
0,No valid vaccination record,No valid vaccination record,122,792,792,5158,1.003207580859096,Only pairs in different postal_codes,50-59y,4
0,Completed primary series,Completed primary series,8,75,75,934,1.3283555555555555,All pairs,60-69y,1
0,Completed primary series,No valid vaccination record,67,75,859,934,0.9713310050446256,All pairs,60-69y,1
0,No valid vaccination record,Completed primary series,67,859,75,934,0.9713310050446256,All pairs,60-69y,1
0,No valid vaccination record,No valid vaccination record,792,859,859,934,1.002503113645696,All pairs,60-69y,1
0,Completed primary series,Completed primary series,6,65,65,836,1.1872189349112428,Only pairs in different postal_codes,60-69y,1
0,Completed primary series,No valid vaccination record,59,65,771,836,0.9842163025042402,Only pairs in different postal_codes,60-69y,1
0,No valid vaccination record,Completed primary series,59,771,65,836,0.9842163025042404,Only pairs in different postal_codes,60-69y,1
0,No valid vaccination record,No valid vaccination record,712,771,771,836,1.001330661915985,Only pairs in different postal_codes,60-69y,1
0,Completed primary series,Completed primary series,212,377,377,880,1.3126103750817917,All pairs,60-69y,2
0,Completed primary series,Completed primary series + booster,2,377,3,880,1.5561450044208665,All pairs,60-69y,2
0,Completed primary series,No valid vaccination record,163,377,500,880,0.7609549071618037,All pairs,60-69y,2
0,Completed primary series + booster,Completed primary series,2,3,377,880,1.5561450044208665,All pairs,60-69y,2
0,Completed primary series + booster,No valid vaccination record,1,3,500,880,0.5866666666666667,All pairs,60-69y,2
0,No valid vaccination record,Completed primary series,163,500,377,880,0.7609549071618037,All pairs,60-69y,2
0,No valid vaccination record,Completed primary series + booster,1,500,3,880,0.5866666666666667,All pairs,60-69y,2
0,No valid vaccination record,No valid vaccination record,336,500,500,880,1.1827200000000002,All pairs,60-69y,2
0,Completed primary series,Completed primary series,138,266,266,618,1.2053253434337725,Only pairs in different postal_codes,60-69y,2
0,Completed primary series,Completed primary series + booster,1,266,1,618,2.3233082706766917,Only pairs in different postal_codes,60-69y,2
0,Completed primary series,No valid vaccination record,127,266,351,618,0.8406272090482617,Only pairs in different postal_codes,60-69y,2
0,Completed primary series + booster,Completed primary series,1,1,266,618,2.3233082706766917,Only pairs in different postal_codes,60-69y,2
0,No valid vaccination record,Completed primary series,127,351,266,618,0.8406272090482617,Only pairs in different postal_codes,60-69y,2
0,No valid vaccination record,No valid vaccination record,224,351,351,618,1.123627243285363,Only pairs in different postal_codes,60-69y,2
0,Completed primary series,Completed primary series,3270,7162,7162,15554,0.9915650574750648,All pairs,60-69y,3
0,Completed primary series,Completed primary series + booster,2410,7162,5209,15554,1.0047787996512598,All pairs,60-69y,3
0,Completed primary series,No valid vaccination record,1482,7162,3183,15554,1.0111587467735386,All pairs,60-69y,3
0,Completed primary series + booster,Completed primary series,2410,5209,7162,15554,1.0047787996512598,All pairs,60-69y,3
0,Completed primary series + booster,Completed primary series + booster,1732,5209,5209,15554,0.9928445757138517,All pairs,60-69y,3
0,Completed primary series + booster,No valid vaccination record,1067,5209,3183,15554,1.0009572233755022,All pairs,60-69y,3
0,No valid vaccination record,Completed primary series,1482,3183,7162,15554,1.0111587467735386,All pairs,60-69y,3
0,No valid vaccination record,Completed primary series + booster,1067,3183,5209,15554,1.0009572233755022,All pairs,60-69y,3
0,No valid vaccination record,No valid vaccination record,634,3183,3183,15554,0.9733254411074227,All pairs,60-69y,3
0,Completed primary series,Completed primary series,3216,7071,7071,15384,0.9895178589525346,Only pairs in different postal_codes,60-69y,3
0,Completed primary series,Completed primary series + booster,2393,7071,5164,15384,1.008195835073731,Only pairs in different postal_codes,60-69y,3
0,Completed primary series,No valid vaccination record,1462,7071,3149,15384,1.0100971505321945,Only pairs in different postal_codes,60-69y,3
0,Completed primary series + booster,Completed primary series,2393,5164,7071,15384,1.008195835073731,Only pairs in different postal_codes,60-69y,3
0,Completed primary series + booster,Completed primary series + booster,1708,5164,5164,15384,0.9853367261041556,Only pairs in different postal_codes,60-69y,3
0,Completed primary series + booster,No valid vaccination record,1063,5164,3149,15384,1.005642552109174,Only pairs in different postal_codes,60-69y,3
0,No valid vaccination record,Completed primary series,1462,3149,7071,15384,1.0100971505321943,Only pairs in different postal_codes,60-69y,3
0,No valid vaccination record,Completed primary series + booster,1063,3149,5164,15384,1.005642552109174,Only pairs in different postal_codes,60-69y,3
0,No valid vaccination record,No valid vaccination record,624,3149,3149,15384,0.9680739630025652,Only pairs in different postal_codes,60-69y,3
0,Completed primary series,Completed primary series,136,713,713,3608,0.9652201452094835,All pairs,60-69y,4
0,Completed primary series,Completed primary series + booster,444,713,2271,3608,0.9893337730504074,All pairs,60-69y,4
0,Completed primary series,No valid vaccination record,133,713,624,3608,1.078559355557953,All pairs,60-69y,4
0,Completed primary series + booster,Completed primary series,444,2271,713,3608,0.9893337730504076,All pairs,60-69y,4
0,Completed primary series + booster,Completed primary series + booster,1464,2271,2271,3608,1.0241730346503237,All pairs,60-69y,4
0,Completed primary series + booster,No valid vaccination record,363,2271,624,3608,0.9242116316092539,All pairs,60-69y,4
0,No valid vaccination record,Completed primary series,133,624,713,3608,1.078559355557953,All pairs,60-69y,4
0,No valid vaccination record,Completed primary series + booster,363,624,2271,3608,0.9242116316092539,All pairs,60-69y,4
0,No valid vaccination record,No valid vaccination record,128,624,624,3608,1.1860618014464166,All pairs,60-69y,4
0,Completed primary series,Completed primary series,110,620,620,3238,0.9265868886576483,Only pairs in different postal_codes,60-69y,4
0,Completed primary series,Completed primary series + booster,393,620,2059,3238,0.9968305942439957,Only pairs in different postal_codes,60-69y,4
0,Completed primary series,No valid vaccination record,117,620,559,3238,1.0930982745686422,Only pairs in different postal_codes,60-69y,4
0,Completed primary series + booster,Completed primary series,393,2059,620,3238,0.9968305942439957,Only pairs in different postal_codes,60-69y,4
0,Completed primary series + booster,Completed primary series + booster,1324,2059,2059,3238,1.0112351016551318,Only pairs in different postal_codes,60-69y,4
0,Completed primary series + booster,No valid vaccination record,342,2059,559,3238,0.9621323027921398,Only pairs in different postal_codes,60-69y,4
0,No valid vaccination record,Completed primary series,117,559,620,3238,1.0930982745686422,Only pairs in different postal_codes,60-69y,4
0,No valid vaccination record,Completed primary series + booster,342,559,2059,3238,0.9621323027921399,Only pairs in different postal_codes,60-69y,4
0,No valid vaccination record,No valid vaccination record,100,559,559,3238,1.0362230023585435,Only pairs in different postal_codes,60-69y,4
0,Completed primary series,Completed primary series,4,14,14,128,2.6122448979591835,All pairs,70-79y,1
0,Completed primary series,No valid vaccination record,10,14,114,128,0.8020050125313284,All pairs,70-79y,1
0,No valid vaccination record,Completed primary series,10,114,14,128,0.8020050125313283,All pairs,70-79y,1
0,No valid vaccination record,No valid vaccination record,104,114,114,128,1.0243151738996614,All pairs,70-79y,1
0,Completed primary series,Completed primary series,2,10,10,80,1.6,Only pairs in different postal_codes,70-79y,1
0,Completed primary series,No valid vaccination record,8,10,70,80,0.9142857142857143,Only pairs in different postal_codes,70-79y,1
0,No valid vaccination record,Completed primary series,8,70,10,80,0.9142857142857143,Only pairs in different postal_codes,70-79y,1
0,No valid vaccination record,No valid vaccination record,62,70,70,80,1.0122448979591836,Only pairs in different postal_codes,70-79y,1
0,Completed primary series,Completed primary series,186,260,260,398,1.0950887573964498,All pairs,70-79y,2
0,Completed primary series,Completed primary series + booster,5,260,5,398,1.5307692307692309,All pairs,70-79y,2
0,Completed primary series,No valid vaccination record,69,260,133,398,0.7941584731058416,All pairs,70-79y,2
0,Completed primary series + booster,Completed primary series,5,5,260,398,1.5307692307692309,All pairs,70-79y,2
0,No valid vaccination record,Completed primary series,69,133,260,398,0.7941584731058416,All pairs,70-79y,2
0,No valid vaccination record,No valid vaccination record,64,133,133,398,1.4399909548306855,All pairs,70-79y,2
0,Completed primary series,Completed primary series,54,106,106,200,0.9611961552153792,Only pairs in different postal_codes,70-79y,2
0,Completed primary series,Completed primary series + booster,1,106,1,200,1.8867924528301887,Only pairs in different postal_codes,70-79y,2
0,Completed primary series,No valid vaccination record,51,106,93,200,1.0346926354230066,Only pairs in different postal_codes,70-79y,2
0,Completed primary series + booster,Completed primary series,1,1,106,200,1.8867924528301887,Only pairs in different postal_codes,70-79y,2
0,No valid vaccination record,Completed primary series,51,93,106,200,1.0346926354230066,Only pairs in different postal_codes,70-79y,2
0,No valid vaccination record,No valid vaccination record,42,93,93,200,0.9712105445716268,Only pairs in different postal_codes,70-79y,2
0,Completed primary series,Completed primary series,400,976,976,2372,0.9960360118247783,All pairs,70-79y,3
0,Completed primary series,Completed primary series + booster,328,976,817,2372,0.975700784557658,All pairs,70-79y,3
0,Completed primary series,No valid vaccination record,248,976,579,2372,1.0409694498711741,All pairs,70-79y,3
0,Completed primary series + booster,Completed primary series,328,817,976,2372,0.975700784557658,All pairs,70-79y,3
0,Completed primary series + booster,Completed primary series + booster,294,817,817,2372,1.0447632844885835,All pairs,70-79y,3
0,Completed primary series + booster,No valid vaccination record,195,817,579,2372,0.9777969444638225,All pairs,70-79y,3
0,No valid vaccination record,Completed primary series,248,579,976,2372,1.0409694498711741,All pairs,70-79y,3
0,No valid vaccination record,Completed primary series + booster,195,579,817,2372,0.9777969444638225,All pairs,70-79y,3
0,No valid vaccination record,No valid vaccination record,136,579,579,2372,0.9622689348856495,All pairs,70-79y,3
0,Completed primary series,Completed primary series,350,874,874,2166,0.9924385633270322,Only pairs in different postal_codes,70-79y,3
0,Completed primary series,Completed primary series + booster,301,874,759,2166,0.9828149166523458,Only pairs in different postal_codes,70-79y,3
0,Completed primary series,No valid vaccination record,223,874,533,2166,1.0368708703809446,Only pairs in different postal_codes,70-79y,3
0,Completed primary series + booster,Completed primary series,301,759,874,2166,0.9828149166523458,Only pairs in different postal_codes,70-79y,3
0,Completed primary series + booster,Completed primary series + booster,270,759,759,2166,1.0151697417550658,Only pairs in different postal_codes,70-79y,3
0,Completed primary series + booster,No valid vaccination record,188,759,533,2166,1.006577727680591,Only pairs in different postal_codes,70-79y,3
0,No valid vaccination record,Completed primary series,223,533,874,2166,1.0368708703809446,Only pairs in different postal_codes,70-79y,3
0,No valid vaccination record,Completed primary series + booster,188,533,759,2166,1.006577727680591,Only pairs in different postal_codes,70-79y,3
0,No valid vaccination record,No valid vaccination record,122,533,533,2166,0.9301732907645138,Only pairs in different postal_codes,70-79y,3
0,Completed primary series,Completed primary series,50,238,238,1280,1.1298637101899582,All pairs,70-79y,4
0,Completed primary series,Completed primary series + booster,150,238,855,1280,0.9435353088603862,All pairs,70-79y,4
0,Completed primary series,No valid vaccination record,38,238,187,1280,1.0928863524019232,All pairs,70-79y,4
0,Completed primary series + booster,Completed primary series,150,855,238,1280,0.9435353088603862,All pairs,70-79y,4
0,Completed primary series + booster,Completed primary series + booster,580,855,855,1280,1.0155603433535103,All pairs,70-79y,4
0,Completed primary series + booster,No valid vaccination record,125,855,187,1280,1.0007192669731368,All pairs,70-79y,4
0,No valid vaccination record,Completed primary series,38,187,238,1280,1.0928863524019232,All pairs,70-79y,4
0,No valid vaccination record,Completed primary series + booster,125,187,855,1280,1.000719266973137,All pairs,70-79y,4
0,No valid vaccination record,No valid vaccination record,24,187,187,1280,0.8784923789642256,All pairs,70-79y,4
0,Completed primary series,Completed primary series,26,169,169,960,0.8739189804278562,Only pairs in different postal_codes,70-79y,4
0,Completed primary series,Completed primary series + booster,114,169,646,960,1.0024364775495997,Only pairs in different postal_codes,70-79y,4
0,Completed primary series,No valid vaccination record,29,169,145,960,1.136094674556213,Only pairs in different postal_codes,70-79y,4
0,Completed primary series + booster,Completed primary series,114,646,169,960,1.0024364775495997,Only pairs in different postal_codes,70-79y,4
0,Completed primary series + booster,Completed primary series + booster,426,646,646,960,0.9799768041484149,Only pairs in different postal_codes,70-79y,4
0,Completed primary series + booster,No valid vaccination record,106,646,145,960,1.0863670332016655,Only pairs in different postal_codes,70-79y,4
0,No valid vaccination record,Completed primary series,29,145,169,960,1.136094674556213,Only pairs in different postal_codes,70-79y,4
0,No valid vaccination record,Completed primary series + booster,106,145,646,960,1.0863670332016655,Only pairs in different postal_codes,70-79y,4
0,No valid vaccination record,No valid vaccination record,10,145,145,960,0.45659928656361476,Only pairs in different postal_codes,70-79y,4
0,Completed primary series,Completed primary series,6,20,20,60,0.8999999999999999,All pairs,80y+,1
0,Completed primary series,No valid vaccination record,14,20,40,60,1.0499999999999998,All pairs,80y+,1
0,No valid vaccination record,Completed primary series,14,40,20,60,1.0499999999999998,All pairs,80y+,1
0,No valid vaccination record,No valid vaccination record,26,40,40,60,0.9750000000000001,All pairs,80y+,1
0,Completed primary series,Completed primary series,4,14,14,34,0.6938775510204082,Only pairs in different postal_codes,80y+,1
0,Completed primary series,No valid vaccination record,10,14,20,34,1.2142857142857142,Only pairs in different postal_codes,80y+,1
0,No valid vaccination record,Completed primary series,10,20,14,34,1.2142857142857142,Only pairs in different postal_codes,80y+,1
0,No valid vaccination record,No valid vaccination record,10,20,20,34,0.8500000000000001,Only pairs in different postal_codes,80y+,1
0,Completed primary series,Completed primary series,350,475,475,686,1.0641551246537395,All pairs,80y+,2
0,Completed primary series,Completed primary series + booster,3,475,4,686,1.083157894736842,All pairs,80y+,2
0,Completed primary series,No valid vaccination record,122,475,207,686,0.8511772184083396,All pairs,80y+,2
0,Completed primary series + booster,Completed primary series,3,4,475,686,1.083157894736842,All pairs,80y+,2
0,Completed primary series + booster,No valid vaccination record,1,4,207,686,0.8285024154589372,All pairs,80y+,2
0,No valid vaccination record,Completed primary series,122,207,475,686,0.8511772184083396,All pairs,80y+,2
0,No valid vaccination record,Completed primary series + booster,1,207,4,686,0.8285024154589372,All pairs,80y+,2
0,No valid vaccination record,No valid vaccination record,84,207,207,686,1.34481551494784,All pairs,80y+,2
0,Completed primary series,Completed primary series,120,158,158,224,1.0767505207498798,Only pairs in different postal_codes,80y+,2
0,Completed primary series,No valid vaccination record,38,158,66,224,0.8162639048714998,Only pairs in different postal_codes,80y+,2
0,No valid vaccination record,Completed primary series,38,66,158,224,0.8162639048714999,Only pairs in different postal_codes,80y+,2
0,No valid vaccination record,No valid vaccination record,28,66,66,224,1.4398530762167128,Only pairs in different postal_codes,80y+,2
0,Completed primary series,Completed primary series,518,1065,1065,2310,1.054975864577134,All pairs,80y+,3
0,Completed primary series,Completed primary series + booster,288,1065,669,2310,0.9337459735994441,All pairs,80y+,3
0,Completed primary series,No valid vaccination record,259,1065,576,2310,0.9753032081377152,All pairs,80y+,3
0,Completed primary series + booster,Completed primary series,288,669,1065,2310,0.9337459735994442,All pairs,80y+,3
0,Completed primary series + booster,Completed primary series + booster,208,669,669,2310,1.0735519850925348,All pairs,80y+,3
0,Completed primary series + booster,No valid vaccination record,173,669,576,2310,1.0370733682112605,All pairs,80y+,3
0,No valid vaccination record,Completed primary series,259,576,1065,2310,0.9753032081377152,All pairs,80y+,3
0,No valid vaccination record,Completed primary series + booster,173,576,669,2310,1.0370733682112605,All pairs,80y+,3
0,No valid vaccination record,No valid vaccination record,144,576,576,2310,1.0026041666666665,All pairs,80y+,3
0,Completed primary series,Completed primary series,328,748,748,1684,0.9872172495638993,Only pairs in different postal_codes,80y+,3
0,Completed primary series,Completed primary series + booster,257,748,548,1684,1.0558277059994536,Only pairs in different postal_codes,80y+,3
0,Completed primary series,No valid vaccination record,163,748,388,1684,0.9457935939136667,Only pairs in different postal_codes,80y+,3
0,Completed primary series + booster,Completed primary series,257,548,748,1684,1.0558277059994536,Only pairs in different postal_codes,80y+,3
0,Completed primary series + booster,Completed primary series + booster,150,548,548,1684,0.8411476370611113,Only pairs in different postal_codes,80y+,3
0,Completed primary series + booster,No valid vaccination record,141,548,388,1684,1.1167318835126796,Only pairs in different postal_codes,80y+,3
0,No valid vaccination record,Completed primary series,163,388,748,1684,0.9457935939136667,Only pairs in different postal_codes,80y+,3
0,No valid vaccination record,Completed primary series + booster,141,388,548,1684,1.1167318835126796,Only pairs in different postal_codes,80y+,3
0,No valid vaccination record,No valid vaccination record,84,388,388,1684,0.939632266978425,Only pairs in different postal_codes,80y+,3
0,Completed primary series,Completed primary series,120,287,287,1180,1.7190933482256674,All pairs,80y+,4
0,Completed primary series,Completed primary series + booster,112,287,634,1180,0.7263214587981842,All pairs,80y+,4
0,Completed primary series,No valid vaccination record,55,287,259,1180,0.8730980856416396,All pairs,80y+,4
0,Completed primary series + booster,Completed primary series,112,634,287,1180,0.7263214587981842,All pairs,80y+,4
0,Completed primary series + booster,Completed primary series + booster,398,634,634,1180,1.1683865895769685,All pairs,80y+,4
0,Completed primary series + booster,No valid vaccination record,124,634,259,1180,0.8910758437572318,All pairs,80y+,4
0,No valid vaccination record,Completed primary series,55,259,287,1180,0.8730980856416396,All pairs,80y+,4
0,No valid vaccination record,Completed primary series + booster,124,259,634,1180,0.8910758437572318,All pairs,80y+,4
0,No valid vaccination record,No valid vaccination record,80,259,259,1180,1.4072539169064266,All pairs,80y+,4
0,Completed primary series,Completed primary series,46,117,117,484,1.6264153700051134,Only pairs in different postal_codes,80y+,4
0,Completed primary series,Completed primary series + booster,49,117,257,484,0.7887192789916526,Only pairs in different postal_codes,80y+,4
0,Completed primary series,No valid vaccination record,22,117,110,484,0.8273504273504273,Only pairs in different postal_codes,80y+,4
0,Completed primary series + booster,Completed primary series,49,257,117,484,0.7887192789916525,Only pairs in different postal_codes,80y+,4
0,Completed primary series + booster,Completed primary series + booster,152,257,257,484,1.1138397250526124,Only pairs in different postal_codes,80y+,4
0,Completed primary series + booster,No valid vaccination record,56,257,110,484,0.9587548638132296,Only pairs in different postal_codes,80y+,4
0,No valid vaccination record,Completed primary series,22,110,117,484,0.8273504273504273,Only pairs in different postal_codes,80y+,4
0,No valid vaccination record,Completed primary series + booster,56,110,257,484,0.9587548638132294,Only pairs in different postal_codes,80y+,4
0,No valid vaccination record,No valid vaccination record,32,110,110,484,1.2799999999999998,Only pairs in different postal_codes,80y+,4
