age_decade,period,is_west,delay_sequence_collection_symptom_onset,n_seq,prop
30-39y,Wave 4,FALSE,-1,2,0.005291005291005291
30-39y,Wave 4,FALSE,0,36,0.09523809523809523
30-39y,Wave 4,FALSE,1,98,0.25925925925925924
30-39y,Wave 4,FALSE,2,79,0.20899470899470898
30-39y,Wave 4,FALSE,3,50,0.13227513227513227
30-39y,Wave 4,FALSE,4,32,0.08465608465608465
30-39y,Wave 4,FALSE,5,21,0.05555555555555555
30-39y,Wave 4,FALSE,6,16,0.042328042328042326
30-39y,Wave 4,FALSE,7,14,0.037037037037037035
30-39y,Wave 4,FALSE,8,10,0.026455026455026454
30-39y,Wave 4,FALSE,9,2,0.005291005291005291
30-39y,Wave 4,FALSE,10,7,0.018518518518518517
30-39y,Wave 4,FALSE,11,7,0.018518518518518517
30-39y,Wave 4,FALSE,12,1,0.0026455026455026454
30-39y,Wave 4,FALSE,13,1,0.0026455026455026454
30-39y,Wave 4,FALSE,14,1,0.0026455026455026454
30-39y,Wave 4,TRUE,-5,1,5.841121495327102e-4
30-39y,Wave 4,TRUE,-4,3,0.0017523364485981308
30-39y,Wave 4,TRUE,-3,2,0.0011682242990654205
30-39y,Wave 4,TRUE,-2,14,0.008177570093457943
30-39y,Wave 4,TRUE,-1,42,0.02453271028037383
30-39y,Wave 4,TRUE,0,208,0.12149532710280374
30-39y,Wave 4,TRUE,1,377,0.22021028037383178
30-39y,Wave 4,TRUE,2,344,0.20093457943925233
30-39y,Wave 4,TRUE,3,253,0.1477803738317757
30-39y,Wave 4,TRUE,4,171,0.09988317757009346
30-39y,Wave 4,TRUE,5,96,0.056074766355140186
30-39y,Wave 4,TRUE,6,53,0.030957943925233645
30-39y,Wave 4,TRUE,7,42,0.02453271028037383
30-39y,Wave 4,TRUE,8,25,0.014602803738317757
30-39y,Wave 4,TRUE,9,18,0.010514018691588784
30-39y,Wave 4,TRUE,10,14,0.008177570093457943
30-39y,Wave 4,TRUE,11,12,0.007009345794392523
30-39y,Wave 4,TRUE,12,8,0.004672897196261682
30-39y,Wave 4,TRUE,13,12,0.007009345794392523
30-39y,Wave 4,TRUE,14,5,0.0029205607476635513
30-39y,Wave 4,TRUE,15,3,0.0017523364485981308
30-39y,Wave 4,TRUE,16,3,0.0017523364485981308
30-39y,Wave 4,TRUE,17,1,5.841121495327102e-4
30-39y,Wave 4,TRUE,18,2,0.0011682242990654205
30-39y,Wave 4,TRUE,19,1,5.841121495327102e-4
30-39y,Wave 4,TRUE,20,2,0.0011682242990654205
30-39y,Wave 5,FALSE,-8,1,0.0012106537530266344
30-39y,Wave 5,FALSE,-5,1,0.0012106537530266344
30-39y,Wave 5,FALSE,-4,1,0.0012106537530266344
30-39y,Wave 5,FALSE,-3,3,0.0036319612590799033
30-39y,Wave 5,FALSE,-2,6,0.007263922518159807
30-39y,Wave 5,FALSE,-1,15,0.018159806295399514
30-39y,Wave 5,FALSE,0,104,0.12590799031476999
30-39y,Wave 5,FALSE,1,159,0.19249394673123488
30-39y,Wave 5,FALSE,2,154,0.1864406779661017
30-39y,Wave 5,FALSE,3,140,0.1694915254237288
30-39y,Wave 5,FALSE,4,81,0.09806295399515738
30-39y,Wave 5,FALSE,5,52,0.06295399515738499
30-39y,Wave 5,FALSE,6,27,0.03268765133171913
30-39y,Wave 5,FALSE,7,31,0.03753026634382567
30-39y,Wave 5,FALSE,8,16,0.01937046004842615
30-39y,Wave 5,FALSE,9,13,0.015738498789346248
30-39y,Wave 5,FALSE,10,9,0.010895883777239709
30-39y,Wave 5,FALSE,11,4,0.004842615012106538
30-39y,Wave 5,FALSE,12,2,0.002421307506053269
30-39y,Wave 5,FALSE,13,1,0.0012106537530266344
30-39y,Wave 5,FALSE,14,3,0.0036319612590799033
30-39y,Wave 5,FALSE,16,1,0.0012106537530266344
30-39y,Wave 5,FALSE,18,1,0.0012106537530266344
30-39y,Wave 5,FALSE,19,1,0.0012106537530266344
30-39y,Wave 5,TRUE,-4,3,0.0016629711751662971
30-39y,Wave 5,TRUE,-3,1,5.543237250554324e-4
30-39y,Wave 5,TRUE,-2,13,0.007206208425720621
30-39y,Wave 5,TRUE,-1,32,0.017738359201773836
30-39y,Wave 5,TRUE,0,186,0.10310421286031042
30-39y,Wave 5,TRUE,1,445,0.2466740576496674
30-39y,Wave 5,TRUE,2,361,0.20011086474501108
30-39y,Wave 5,TRUE,3,274,0.15188470066518847
30-39y,Wave 5,TRUE,4,181,0.10033259423503325
30-39y,Wave 5,TRUE,5,110,0.06097560975609756
30-39y,Wave 5,TRUE,6,59,0.03270509977827051
30-39y,Wave 5,TRUE,7,46,0.025498891352549888
30-39y,Wave 5,TRUE,8,30,0.01662971175166297
30-39y,Wave 5,TRUE,9,22,0.012195121951219513
30-39y,Wave 5,TRUE,10,21,0.01164079822616408
30-39y,Wave 5,TRUE,11,5,0.002771618625277162
30-39y,Wave 5,TRUE,12,4,0.0022172949002217295
30-39y,Wave 5,TRUE,13,3,0.0016629711751662971
30-39y,Wave 5,TRUE,14,3,0.0016629711751662971
30-39y,Wave 5,TRUE,15,2,0.0011086474501108647
30-39y,Wave 5,TRUE,16,1,5.543237250554324e-4
30-39y,Wave 5,TRUE,18,1,5.543237250554324e-4
30-39y,Wave 5,TRUE,26,1,5.543237250554324e-4
30-39y,Wave 6,FALSE,-3,3,0.01948051948051948
30-39y,Wave 6,FALSE,-2,3,0.01948051948051948
30-39y,Wave 6,FALSE,-1,3,0.01948051948051948
30-39y,Wave 6,FALSE,0,10,0.06493506493506493
30-39y,Wave 6,FALSE,1,33,0.21428571428571427
30-39y,Wave 6,FALSE,2,36,0.23376623376623376
30-39y,Wave 6,FALSE,3,27,0.17532467532467533
30-39y,Wave 6,FALSE,4,13,0.08441558441558442
30-39y,Wave 6,FALSE,5,12,0.07792207792207792
30-39y,Wave 6,FALSE,6,3,0.01948051948051948
30-39y,Wave 6,FALSE,7,4,0.025974025974025976
30-39y,Wave 6,FALSE,8,4,0.025974025974025976
30-39y,Wave 6,FALSE,9,1,0.006493506493506494
30-39y,Wave 6,FALSE,11,1,0.006493506493506494
30-39y,Wave 6,FALSE,14,1,0.006493506493506494
30-39y,Wave 6,TRUE,-8,1,0.001697792869269949
30-39y,Wave 6,TRUE,-2,4,0.006791171477079796
30-39y,Wave 6,TRUE,-1,9,0.015280135823429542
30-39y,Wave 6,TRUE,0,60,0.10186757215619695
30-39y,Wave 6,TRUE,1,156,0.26485568760611206
30-39y,Wave 6,TRUE,2,145,0.2461799660441426
30-39y,Wave 6,TRUE,3,83,0.14091680814940577
30-39y,Wave 6,TRUE,4,51,0.0865874363327674
30-39y,Wave 6,TRUE,5,23,0.03904923599320883
30-39y,Wave 6,TRUE,6,14,0.023769100169779286
30-39y,Wave 6,TRUE,7,17,0.028862478777589132
30-39y,Wave 6,TRUE,8,9,0.015280135823429542
30-39y,Wave 6,TRUE,9,10,0.01697792869269949
30-39y,Wave 6,TRUE,10,6,0.010186757215619695
30-39y,Wave 6,TRUE,11,1,0.001697792869269949
30-39y,Wave 7,FALSE,-1,2,0.03773584905660377
30-39y,Wave 7,FALSE,0,9,0.16981132075471697
30-39y,Wave 7,FALSE,1,14,0.2641509433962264
30-39y,Wave 7,FALSE,2,6,0.11320754716981132
30-39y,Wave 7,FALSE,3,8,0.1509433962264151
30-39y,Wave 7,FALSE,4,6,0.11320754716981132
30-39y,Wave 7,FALSE,5,3,0.05660377358490566
30-39y,Wave 7,FALSE,6,2,0.03773584905660377
30-39y,Wave 7,FALSE,8,1,0.018867924528301886
30-39y,Wave 7,FALSE,10,1,0.018867924528301886
30-39y,Wave 7,FALSE,12,1,0.018867924528301886
30-39y,Wave 7,TRUE,-21,1,0.006711409395973154
30-39y,Wave 7,TRUE,-18,1,0.006711409395973154
30-39y,Wave 7,TRUE,-10,1,0.006711409395973154
30-39y,Wave 7,TRUE,0,13,0.087248322147651
30-39y,Wave 7,TRUE,1,42,0.28187919463087246
30-39y,Wave 7,TRUE,2,25,0.16778523489932887
30-39y,Wave 7,TRUE,3,28,0.18791946308724833
30-39y,Wave 7,TRUE,4,13,0.087248322147651
30-39y,Wave 7,TRUE,5,8,0.053691275167785234
30-39y,Wave 7,TRUE,6,3,0.020134228187919462
30-39y,Wave 7,TRUE,7,5,0.03355704697986577
30-39y,Wave 7,TRUE,8,1,0.006711409395973154
30-39y,Wave 7,TRUE,9,1,0.006711409395973154
30-39y,Wave 7,TRUE,10,4,0.026845637583892617
30-39y,Wave 7,TRUE,11,2,0.013422818791946308
30-39y,Wave 7,TRUE,26,1,0.006711409395973154
40-49y,Wave 4,FALSE,-2,2,0.005194805194805195
40-49y,Wave 4,FALSE,-1,2,0.005194805194805195
40-49y,Wave 4,FALSE,0,39,0.1012987012987013
40-49y,Wave 4,FALSE,1,95,0.24675324675324675
40-49y,Wave 4,FALSE,2,80,0.2077922077922078
40-49y,Wave 4,FALSE,3,46,0.11948051948051948
40-49y,Wave 4,FALSE,4,26,0.06753246753246753
40-49y,Wave 4,FALSE,5,31,0.08051948051948052
40-49y,Wave 4,FALSE,6,25,0.06493506493506493
40-49y,Wave 4,FALSE,7,16,0.04155844155844156
40-49y,Wave 4,FALSE,8,7,0.01818181818181818
40-49y,Wave 4,FALSE,9,4,0.01038961038961039
40-49y,Wave 4,FALSE,10,4,0.01038961038961039
40-49y,Wave 4,FALSE,11,3,0.007792207792207792
40-49y,Wave 4,FALSE,12,1,0.0025974025974025974
40-49y,Wave 4,FALSE,13,1,0.0025974025974025974
40-49y,Wave 4,FALSE,16,1,0.0025974025974025974
40-49y,Wave 4,FALSE,17,1,0.0025974025974025974
40-49y,Wave 4,FALSE,25,1,0.0025974025974025974
40-49y,Wave 4,TRUE,-3,3,0.0023734177215189874
40-49y,Wave 4,TRUE,-2,3,0.0023734177215189874
40-49y,Wave 4,TRUE,-1,27,0.021360759493670885
40-49y,Wave 4,TRUE,0,134,0.1060126582278481
40-49y,Wave 4,TRUE,1,267,0.21123417721518986
40-49y,Wave 4,TRUE,2,269,0.21281645569620253
40-49y,Wave 4,TRUE,3,178,0.14082278481012658
40-49y,Wave 4,TRUE,4,119,0.09414556962025317
40-49y,Wave 4,TRUE,5,85,0.06724683544303797
40-49y,Wave 4,TRUE,6,48,0.0379746835443038
40-49y,Wave 4,TRUE,7,45,0.03560126582278481
40-49y,Wave 4,TRUE,8,22,0.01740506329113924
40-49y,Wave 4,TRUE,9,18,0.014240506329113924
40-49y,Wave 4,TRUE,10,16,0.012658227848101266
40-49y,Wave 4,TRUE,11,9,0.007120253164556962
40-49y,Wave 4,TRUE,12,3,0.0023734177215189874
40-49y,Wave 4,TRUE,13,3,0.0023734177215189874
40-49y,Wave 4,TRUE,14,5,0.003955696202531646
40-49y,Wave 4,TRUE,15,3,0.0023734177215189874
40-49y,Wave 4,TRUE,16,2,0.0015822784810126582
40-49y,Wave 4,TRUE,17,2,0.0015822784810126582
40-49y,Wave 4,TRUE,20,1,7.911392405063291e-4
40-49y,Wave 4,TRUE,24,1,7.911392405063291e-4
40-49y,Wave 4,TRUE,27,1,7.911392405063291e-4
40-49y,Wave 5,FALSE,-4,4,0.0062402496099844
40-49y,Wave 5,FALSE,-2,5,0.0078003120124804995
40-49y,Wave 5,FALSE,-1,7,0.0109204368174727
40-49y,Wave 5,FALSE,0,66,0.1029641185647426
40-49y,Wave 5,FALSE,1,132,0.2059282371294852
40-49y,Wave 5,FALSE,2,134,0.20904836193447737
40-49y,Wave 5,FALSE,3,102,0.15912636505460218
40-49y,Wave 5,FALSE,4,58,0.0904836193447738
40-49y,Wave 5,FALSE,5,57,0.08892355694227769
40-49y,Wave 5,FALSE,6,28,0.0436817472698908
40-49y,Wave 5,FALSE,7,18,0.028081123244929798
40-49y,Wave 5,FALSE,8,7,0.0109204368174727
40-49y,Wave 5,FALSE,9,7,0.0109204368174727
40-49y,Wave 5,FALSE,10,6,0.0093603744149766
40-49y,Wave 5,FALSE,11,3,0.0046801872074883
40-49y,Wave 5,FALSE,12,2,0.0031201248049922
40-49y,Wave 5,FALSE,13,1,0.0015600624024961
40-49y,Wave 5,FALSE,14,1,0.0015600624024961
40-49y,Wave 5,FALSE,15,1,0.0015600624024961
40-49y,Wave 5,FALSE,17,1,0.0015600624024961
40-49y,Wave 5,FALSE,30,1,0.0015600624024961
40-49y,Wave 5,TRUE,-6,1,7.535795026375283e-4
40-49y,Wave 5,TRUE,-4,3,0.002260738507912585
40-49y,Wave 5,TRUE,-3,5,0.0037678975131876413
40-49y,Wave 5,TRUE,-2,5,0.0037678975131876413
40-49y,Wave 5,TRUE,-1,17,0.01281085154483798
40-49y,Wave 5,TRUE,0,111,0.08364732479276564
40-49y,Wave 5,TRUE,1,284,0.21401657874905802
40-49y,Wave 5,TRUE,2,287,0.2162773172569706
40-49y,Wave 5,TRUE,3,237,0.1785983421250942
40-49y,Wave 5,TRUE,4,138,0.1039939713639789
40-49y,Wave 5,TRUE,5,82,0.06179351921627732
40-49y,Wave 5,TRUE,6,47,0.03541823662396383
40-49y,Wave 5,TRUE,7,35,0.02637528259231349
40-49y,Wave 5,TRUE,8,14,0.010550113036925395
40-49y,Wave 5,TRUE,9,15,0.011303692539562924
40-49y,Wave 5,TRUE,10,10,0.007535795026375283
40-49y,Wave 5,TRUE,11,9,0.006782215523737754
40-49y,Wave 5,TRUE,12,7,0.0052750565184626974
40-49y,Wave 5,TRUE,13,4,0.003014318010550113
40-49y,Wave 5,TRUE,14,4,0.003014318010550113
40-49y,Wave 5,TRUE,15,4,0.003014318010550113
40-49y,Wave 5,TRUE,16,4,0.003014318010550113
40-49y,Wave 5,TRUE,17,1,7.535795026375283e-4
40-49y,Wave 5,TRUE,22,1,7.535795026375283e-4
40-49y,Wave 5,TRUE,27,1,7.535795026375283e-4
40-49y,Wave 5,TRUE,30,1,7.535795026375283e-4
40-49y,Wave 6,FALSE,-2,1,0.008403361344537815
40-49y,Wave 6,FALSE,-1,2,0.01680672268907563
40-49y,Wave 6,FALSE,0,8,0.06722689075630252
40-49y,Wave 6,FALSE,1,26,0.2184873949579832
40-49y,Wave 6,FALSE,2,25,0.21008403361344538
40-49y,Wave 6,FALSE,3,14,0.11764705882352941
40-49y,Wave 6,FALSE,4,12,0.10084033613445378
40-49y,Wave 6,FALSE,5,7,0.058823529411764705
40-49y,Wave 6,FALSE,6,6,0.05042016806722689
40-49y,Wave 6,FALSE,7,4,0.03361344537815126
40-49y,Wave 6,FALSE,8,7,0.058823529411764705
40-49y,Wave 6,FALSE,9,2,0.01680672268907563
40-49y,Wave 6,FALSE,10,1,0.008403361344537815
40-49y,Wave 6,FALSE,11,2,0.01680672268907563
40-49y,Wave 6,FALSE,12,1,0.008403361344537815
40-49y,Wave 6,FALSE,13,1,0.008403361344537815
40-49y,Wave 6,TRUE,-4,1,0.002257336343115124
40-49y,Wave 6,TRUE,-2,2,0.004514672686230248
40-49y,Wave 6,TRUE,-1,3,0.006772009029345372
40-49y,Wave 6,TRUE,0,41,0.09255079006772009
40-49y,Wave 6,TRUE,1,96,0.21670428893905191
40-49y,Wave 6,TRUE,2,108,0.24379232505643342
40-49y,Wave 6,TRUE,3,54,0.12189616252821671
40-49y,Wave 6,TRUE,4,53,0.11963882618510158
40-49y,Wave 6,TRUE,5,33,0.0744920993227991
40-49y,Wave 6,TRUE,6,18,0.040632054176072234
40-49y,Wave 6,TRUE,7,5,0.011286681715575621
40-49y,Wave 6,TRUE,8,11,0.024830699774266364
40-49y,Wave 6,TRUE,9,6,0.013544018058690745
40-49y,Wave 6,TRUE,10,2,0.004514672686230248
40-49y,Wave 6,TRUE,11,3,0.006772009029345372
40-49y,Wave 6,TRUE,12,3,0.006772009029345372
40-49y,Wave 6,TRUE,13,1,0.002257336343115124
40-49y,Wave 6,TRUE,15,1,0.002257336343115124
40-49y,Wave 6,TRUE,17,1,0.002257336343115124
40-49y,Wave 6,TRUE,25,1,0.002257336343115124
40-49y,Wave 7,FALSE,0,6,0.11764705882352941
40-49y,Wave 7,FALSE,1,14,0.27450980392156865
40-49y,Wave 7,FALSE,2,17,0.3333333333333333
40-49y,Wave 7,FALSE,3,4,0.0784313725490196
40-49y,Wave 7,FALSE,4,2,0.0392156862745098
40-49y,Wave 7,FALSE,5,2,0.0392156862745098
40-49y,Wave 7,FALSE,6,2,0.0392156862745098
40-49y,Wave 7,FALSE,7,1,0.0196078431372549
40-49y,Wave 7,FALSE,8,2,0.0392156862745098
40-49y,Wave 7,FALSE,12,1,0.0196078431372549
40-49y,Wave 7,TRUE,0,20,0.18518518518518517
40-49y,Wave 7,TRUE,1,21,0.19444444444444445
40-49y,Wave 7,TRUE,2,27,0.25
40-49y,Wave 7,TRUE,3,12,0.1111111111111111
40-49y,Wave 7,TRUE,4,10,0.09259259259259259
40-49y,Wave 7,TRUE,5,7,0.06481481481481481
40-49y,Wave 7,TRUE,7,4,0.037037037037037035
40-49y,Wave 7,TRUE,8,2,0.018518518518518517
40-49y,Wave 7,TRUE,9,1,0.009259259259259259
40-49y,Wave 7,TRUE,10,1,0.009259259259259259
40-49y,Wave 7,TRUE,11,1,0.009259259259259259
40-49y,Wave 7,TRUE,13,1,0.009259259259259259
40-49y,Wave 7,TRUE,29,1,0.009259259259259259
50-59y,Wave 4,FALSE,-2,4,0.017777777777777778
50-59y,Wave 4,FALSE,-1,1,0.0044444444444444444
50-59y,Wave 4,FALSE,0,25,0.1111111111111111
50-59y,Wave 4,FALSE,1,46,0.20444444444444446
50-59y,Wave 4,FALSE,2,47,0.2088888888888889
50-59y,Wave 4,FALSE,3,24,0.10666666666666667
50-59y,Wave 4,FALSE,4,22,0.09777777777777778
50-59y,Wave 4,FALSE,5,12,0.05333333333333334
50-59y,Wave 4,FALSE,6,14,0.06222222222222222
50-59y,Wave 4,FALSE,7,10,0.044444444444444446
50-59y,Wave 4,FALSE,8,3,0.013333333333333334
50-59y,Wave 4,FALSE,9,4,0.017777777777777778
50-59y,Wave 4,FALSE,10,3,0.013333333333333334
50-59y,Wave 4,FALSE,11,2,0.008888888888888889
50-59y,Wave 4,FALSE,12,2,0.008888888888888889
50-59y,Wave 4,FALSE,13,1,0.0044444444444444444
50-59y,Wave 4,FALSE,14,1,0.0044444444444444444
50-59y,Wave 4,FALSE,15,2,0.008888888888888889
50-59y,Wave 4,FALSE,16,1,0.0044444444444444444
50-59y,Wave 4,FALSE,25,1,0.0044444444444444444
50-59y,Wave 4,TRUE,-4,2,0.0025348542458808617
50-59y,Wave 4,TRUE,-3,2,0.0025348542458808617
50-59y,Wave 4,TRUE,-2,2,0.0025348542458808617
50-59y,Wave 4,TRUE,-1,15,0.019011406844106463
50-59y,Wave 4,TRUE,0,98,0.12420785804816223
50-59y,Wave 4,TRUE,1,138,0.17490494296577946
50-59y,Wave 4,TRUE,2,153,0.19391634980988592
50-59y,Wave 4,TRUE,3,110,0.1394169835234474
50-59y,Wave 4,TRUE,4,82,0.10392902408111533
50-59y,Wave 4,TRUE,5,53,0.06717363751584284
50-59y,Wave 4,TRUE,6,46,0.058301647655259824
50-59y,Wave 4,TRUE,7,23,0.029150823827629912
50-59y,Wave 4,TRUE,8,19,0.024081115335868188
50-59y,Wave 4,TRUE,9,11,0.01394169835234474
50-59y,Wave 4,TRUE,10,6,0.0076045627376425855
50-59y,Wave 4,TRUE,11,13,0.016476552598225603
50-59y,Wave 4,TRUE,12,4,0.005069708491761723
50-59y,Wave 4,TRUE,13,4,0.005069708491761723
50-59y,Wave 4,TRUE,14,2,0.0025348542458808617
50-59y,Wave 4,TRUE,15,1,0.0012674271229404308
50-59y,Wave 4,TRUE,17,1,0.0012674271229404308
50-59y,Wave 4,TRUE,19,2,0.0025348542458808617
50-59y,Wave 4,TRUE,20,1,0.0012674271229404308
50-59y,Wave 4,TRUE,26,1,0.0012674271229404308
50-59y,Wave 5,FALSE,-4,1,0.0019342359767891683
50-59y,Wave 5,FALSE,-3,2,0.0038684719535783366
50-59y,Wave 5,FALSE,-2,2,0.0038684719535783366
50-59y,Wave 5,FALSE,-1,8,0.015473887814313346
50-59y,Wave 5,FALSE,0,60,0.11605415860735009
50-59y,Wave 5,FALSE,1,78,0.15087040618955513
50-59y,Wave 5,FALSE,2,99,0.19148936170212766
50-59y,Wave 5,FALSE,3,76,0.1470019342359768
50-59y,Wave 5,FALSE,4,69,0.13346228239845262
50-59y,Wave 5,FALSE,5,41,0.07930367504835589
50-59y,Wave 5,FALSE,6,15,0.029013539651837523
50-59y,Wave 5,FALSE,7,18,0.03481624758220503
50-59y,Wave 5,FALSE,8,8,0.015473887814313346
50-59y,Wave 5,FALSE,9,14,0.027079303675048357
50-59y,Wave 5,FALSE,10,8,0.015473887814313346
50-59y,Wave 5,FALSE,11,1,0.0019342359767891683
50-59y,Wave 5,FALSE,12,3,0.005802707930367505
50-59y,Wave 5,FALSE,13,1,0.0019342359767891683
50-59y,Wave 5,FALSE,14,2,0.0038684719535783366
50-59y,Wave 5,FALSE,15,4,0.007736943907156673
50-59y,Wave 5,FALSE,16,4,0.007736943907156673
50-59y,Wave 5,FALSE,17,1,0.0019342359767891683
50-59y,Wave 5,FALSE,20,2,0.0038684719535783366
50-59y,Wave 5,TRUE,-3,3,0.0029013539651837525
50-59y,Wave 5,TRUE,-2,8,0.007736943907156673
50-59y,Wave 5,TRUE,-1,13,0.012572533849129593
50-59y,Wave 5,TRUE,0,91,0.08800773694390715
50-59y,Wave 5,TRUE,1,223,0.21566731141199227
50-59y,Wave 5,TRUE,2,201,0.19439071566731142
50-59y,Wave 5,TRUE,3,169,0.16344294003868473
50-59y,Wave 5,TRUE,4,98,0.09477756286266925
50-59y,Wave 5,TRUE,5,94,0.09090909090909091
50-59y,Wave 5,TRUE,6,37,0.035783365570599614
50-59y,Wave 5,TRUE,7,33,0.031914893617021274
50-59y,Wave 5,TRUE,8,17,0.01644100580270793
50-59y,Wave 5,TRUE,9,12,0.01160541586073501
50-59y,Wave 5,TRUE,10,11,0.010638297872340425
50-59y,Wave 5,TRUE,11,4,0.0038684719535783366
50-59y,Wave 5,TRUE,12,4,0.0038684719535783366
50-59y,Wave 5,TRUE,13,4,0.0038684719535783366
50-59y,Wave 5,TRUE,14,2,0.0019342359767891683
50-59y,Wave 5,TRUE,15,3,0.0029013539651837525
50-59y,Wave 5,TRUE,17,1,9.671179883945841e-4
50-59y,Wave 5,TRUE,18,4,0.0038684719535783366
50-59y,Wave 5,TRUE,23,1,9.671179883945841e-4
50-59y,Wave 5,TRUE,27,1,9.671179883945841e-4
50-59y,Wave 6,FALSE,-1,1,0.01098901098901099
50-59y,Wave 6,FALSE,0,6,0.06593406593406594
50-59y,Wave 6,FALSE,1,16,0.17582417582417584
50-59y,Wave 6,FALSE,2,18,0.1978021978021978
50-59y,Wave 6,FALSE,3,11,0.12087912087912088
50-59y,Wave 6,FALSE,4,12,0.13186813186813187
50-59y,Wave 6,FALSE,5,3,0.03296703296703297
50-59y,Wave 6,FALSE,6,8,0.08791208791208792
50-59y,Wave 6,FALSE,7,8,0.08791208791208792
50-59y,Wave 6,FALSE,8,1,0.01098901098901099
50-59y,Wave 6,FALSE,10,1,0.01098901098901099
50-59y,Wave 6,FALSE,11,3,0.03296703296703297
50-59y,Wave 6,FALSE,13,1,0.01098901098901099
50-59y,Wave 6,FALSE,14,1,0.01098901098901099
50-59y,Wave 6,FALSE,17,1,0.01098901098901099
50-59y,Wave 6,TRUE,-16,1,0.0035087719298245615
50-59y,Wave 6,TRUE,-2,1,0.0035087719298245615
50-59y,Wave 6,TRUE,0,32,0.11228070175438597
50-59y,Wave 6,TRUE,1,68,0.23859649122807017
50-59y,Wave 6,TRUE,2,40,0.14035087719298245
50-59y,Wave 6,TRUE,3,53,0.18596491228070175
50-59y,Wave 6,TRUE,4,34,0.11929824561403508
50-59y,Wave 6,TRUE,5,23,0.08070175438596491
50-59y,Wave 6,TRUE,6,12,0.042105263157894736
50-59y,Wave 6,TRUE,7,7,0.02456140350877193
50-59y,Wave 6,TRUE,8,4,0.014035087719298246
50-59y,Wave 6,TRUE,9,3,0.010526315789473684
50-59y,Wave 6,TRUE,10,2,0.007017543859649123
50-59y,Wave 6,TRUE,12,3,0.010526315789473684
50-59y,Wave 6,TRUE,13,1,0.0035087719298245615
50-59y,Wave 6,TRUE,15,1,0.0035087719298245615
50-59y,Wave 7,FALSE,-2,1,0.008130081300813009
50-59y,Wave 7,FALSE,-1,1,0.008130081300813009
50-59y,Wave 7,FALSE,0,13,0.10569105691056911
50-59y,Wave 7,FALSE,1,29,0.23577235772357724
50-59y,Wave 7,FALSE,2,35,0.2845528455284553
50-59y,Wave 7,FALSE,3,16,0.13008130081300814
50-59y,Wave 7,FALSE,4,14,0.11382113821138211
